transect,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
oahu0012_0014,-2.7290459864696555,-1.6892965031772265,7.589789748930751,11.52730932571387,-0.24277029985497173,-6.000003832271173,-4.683035479711152,0.7410982325973208,-1.3995642862647257,-1.5085035804771938,6.765239247638139,6.945504061234078,
oahu0012_0015,-1.0966571516715584,-0.19040833014723238,7.448589829219998,11.270022010330216,0.693147059849958,-6.011448896318635,-4.069581057817008,1.0258822258898925,-0.05251248665026216,0.0684058869171168,5.591083702010469,5.96002023822437,
oahu0012_0016,2.50946826025676,1.5940076231024884,6.754008682505904,10.805524452395792,1.8253142609001345,-5.146594463146792,-2.8736836252497473,0.42183957127676636,0.47919769941372753,2.586936154527274,5.773516218747586,5.0384822279899035,
oahu0012_0017,2.772093977312558,1.2059411516466403,5.589073422435317,9.547033893365015,1.471395747622556,-6.277622264764468,-3.00864985907822,0.20909922753909943,0.963622574908279,3.860909187290251,8.51336372377919,7.411246026342908,
oahu0012_0018,-1.903472095342766,-3.5613807479070494,6.4461215183145395,12.07744360240635,1.8055255855302124,-6.847351481544868,-3.764885819251375,-0.37673554631373996,0.29391352207706783,0.6347212338952067,6.450435922257572,7.357428874475235,
oahu0012_0019,-4.544843692715831,-7.706188184853632,5.76294875472599,12.55356476214919,1.399805600077898,-5.927461777400926,-3.0056961326708076,-1.4764645130450604,-1.492830381721031,-1.9836842106586552,4.904965769499254,7.001228684468362,
oahu0012_0020,-3.340262288486763,-1.4107751053674507,4.784024637995022,8.028974517087818,0.8797018776942194,-2.567999057105013,-0.3013098619417228,-1.7328472890350184,-3.0489274905135844,-1.4429391761573473,6.445242232166326,7.70808122069537,
oahu0012_0021,-4.78304880354496,-0.5998020291913096,5.388496682797238,6.806972722699883,1.563402571379694,-1.2871047280741206,0.6040265023344242,-1.008530702484806,-2.763890681389563,-0.8879250632588843,5.865785443087088,6.4168602979222555,
oahu0012_0022,-6.549693354904873,-2.301761637943282,5.952840147414979,9.79405959543887,3.1286752126730217,-1.1816021108319175,0.5875966909513249,-0.4745982892132378,-2.7830205313716943,-0.9835439246689428,6.5219267979826,6.26618602202136,
oahu0012_0023,-7.5600205649399035,-3.0157384003496706,5.353816116742704,7.755034597196717,1.3572570198470504,0.1551009700450293,3.0600804556126935,0.6987579667329402,-3.694813688837945,-1.7235141108268857,5.530146836795104,5.193877217065521,
oahu0012_0024,-8.815171025023256,-6.040842071853075,2.7875797362735617,7.711972489335886,5.118165160030549,2.612063375951558,3.6129190074299404,0.6549333195924989,-5.547865280254277,-2.6825384664501923,6.202385731038385,5.822486813663871,
oahu0012_0025,-10.603928689324384,-7.076537668892845,2.447705197867048,9.260624282864784,6.523016203688623,2.786424907482898,2.4486644024465796,0.45442845450381575,-6.627952555565721,-2.995690113482925,3.9956213434185606,4.25660809339927,
oahu0012_0026,-11.387202648156316,-9.081426699582416,0.07345101299053805,7.5891948157922045,6.361883072938905,2.433988806158974,-0.6550201341360417,-0.4271767409738116,-5.733309529100738,-1.3506489768373346,5.936877956929402,6.670281375794861,
oahu0012_0027,-10.716469840014069,-7.460035520413736,0.9318718203689067,8.52847848169242,4.876214959668302,0.38143678308139684,-1.87720792562538,0.09428421358155828,-4.20701713218524,-3.0937322037904864,3.822895689316692,5.044705688722206,
oahu0012_0028,-6.611059686726267,-4.637282848689457,2.05225670552441,9.513808793393508,5.856371541020542,0.06429299090744693,-4.483522866877214,-1.0536186148412179,-4.4605506166774385,-2.000621155507035,5.170488254543866,6.257040079329115,
oahu0012_0029,-8.521179383106604,-4.896466446493836,3.8069177428485452,11.066870727351787,5.956655021335774,-1.1380591026768694,-5.234954716683702,-1.1016689671031354,-4.361007855469204,-2.709138379434441,-0.6657454398691486,0.16273630107926396,
oahu0012_0030,-9.709404912541368,-6.073564255951428,4.265562799947009,11.821275693677684,5.8775527112279535,-1.5750250871699185,-3.692362944995351,-1.412298283632003,-4.255610035202714,-2.4175762816504194,0.11816739788107974,2.1166745050410163,
oahu0012_0031,-9.720512554569355,-7.871172184358469,4.69348430194918,11.286593094314654,3.7789394588537304,-2.6677186796337224,-2.8477812869669266,0.9940317900765921,-3.739780552976604,-7.974596833732034,-2.836322841383763,0.6170514636342038,
oahu0012_0032,-11.094492762110553,-9.259350748440477,3.6593113044958883,12.733596697383224,3.4661176146658095,-3.1384866433227696,-2.747804822635948,3.2424837504969672,-0.5850629664978642,-7.155479447102517,-4.360644347590568,-0.7841804545487862,
oahu0012_0033,-8.450538469324778,-5.138455570252579,2.1123574599017068,12.33396450486945,4.76252708069223,-3.970451951708538,-3.0876010639281235,4.02768853857954,0.4994258777744616,-6.405104427354823,-0.8698127236454352,2.8226084445678437,
oahu0012_0034,-4.77121889911037,-13.822021736007665,-2.4825846319481375,13.927610967723174,8.13714209398031,-1.9301137864455786,-1.119803746830669,2.25532132553844,-0.8745832854272532,-4.584610508441809,1.5131243141206487,5.3154150647689145,
oahu0012_0035,-3.336155739539012,-6.297039377964101,3.95311122592358,14.425853590037356,5.505753908692818,-2.511911067264312,-0.5619053539703623,3.0214440068222985,0.7113252033088671,-6.244014902909671,1.1038698235123818,6.170531827702757,
oahu0012_0036,-3.424410296807244,-3.2159093324920978,4.818266516339586,14.8602790605324,5.9028460268150065,-4.999018847500769,-2.325510372740667,4.071362900865969,-1.3708340157894712,-6.867859470219036,6.329977685084846,13.316006191880726,
oahu0012_0037,1.7313889870742014,0.3899084220291677,5.86504134873074,10.484219980059509,2.5858810267553047,-5.335049351212349,-0.0775435497484735,4.92524345703864,-1.1573383682127618,-7.722612375490222,4.513691722065258,13.275245222254533,
oahu0012_0038,3.752095219570461,5.029060095285109,6.069053023306322,8.32416156092624,3.2591190570120436,-3.8933505798834105,1.3193417306481199,4.767690727610413,-1.2227395174976852,-6.121159426334413,0.9598152259025667,8.177315472253582,
oahu0012_0039,4.18690556493212,5.383787371090134,2.798534380391308,7.5517414175422335,6.768694992607661,-2.8134748112229784,0.5421687632756655,4.87092268589615,-0.14141928916650343,-5.959498634378201,-0.48208121715621255,6.326790208661232,
oahu0012_0040,5.717232218051439,4.486127836581746,1.0528275981247366,8.24060935855067,7.130481193795074,-3.7287154745582365,1.915337419567773,4.053406858140965,-1.264219067019877,-7.189821672736608,0.570133289706739,7.8599659194430025,
oahu0012_0041,7.035305250533157,8.380298924641934,0.7511164490672849,1.8161121523696429,-0.3960323557531587,-4.423932038659587,4.446883498507909,4.725449051585418,-0.89961108734648,-6.395507564832367,0.4204472685665192,7.0407454696475185,
oahu0012_0042,9.793255868347872,6.205353689643056,0.6852141171170893,3.7840401211371653,0.13526050510910675,-3.3972444556512955,1.5044943277169405,3.4887696116275397,2.108497403443609,-3.62034674353428,-1.482279568308535,4.069293788200053,
oahu0012_0043,9.484090082562224,8.065781319301383,2.1195094445049376,3.9130923132549906,-1.4736079879311814,-2.8075970015081597,4.725825865870489,6.065536884528492,2.8148084731150282,-2.7774608280984934,0.009512238391524685,5.230199746237733,
oahu0012_0044,9.27467003149586,8.204738139107214,1.0725292344617754,3.2985284945457374,-2.575070420667816,-3.603883823370688,5.156691623638898,7.699311676878324,3.353811158938735,-1.261650634843954,5.329259402459071,9.991292304761505,
oahu0012_0045,8.36104735504866,8.445030267806544,1.1995751144303453,3.401466436042848,-3.220051658563874,-5.917034061632377,5.402104437775298,7.160369618847103,1.5982996444919515,-0.12668399851932446,7.426141023214866,11.725712643612011,
oahu0012_0046,18.663725906648935,10.302940782333035,0.8359924174976018,0.6946637620553024,-4.191321148573401,-8.823427820517555,2.902834522232261,8.412534024872649,5.011677710471514,-0.6356619151919197,9.808902756241624,14.01634835594688,
oahu0012_0047,16.48103067003051,5.277981430618385,-3.456917212230678,-2.544006133847655,-2.8096052330461956,-6.749404790891909,3.7081840143961426,6.2728966331504585,5.860062796675764,0.24165457441212174,10.007378230257627,14.266385275077472,
oahu0012_0048,10.141988016590414,-4.197446843729953,-9.719871176058332,-7.175526100109176,-7.336911678115892,-6.289038974481418,8.241145700288964,8.249208682400026,7.468315267518632,1.074416569439508,9.899486599786911,13.944815179418852,
oahu0012_0049,8.217902475013064,-9.44413882489008,-7.910066769808007,-2.326737414348244,-7.084060888758789,-9.665032464437772,6.784070013736928,8.573748516324867,5.845491103911532,0.20194520736887134,10.063938245133192,14.295066359575872,
oahu0012_0050,5.868667612399991,-7.0546828472987055,-1.0853602141211858,2.2028427361785545,-4.747330894373219,-4.881947724795941,10.189547878126518,6.299321433256683,0.9295141413555241,0.8114387842933733,8.949625907229688,13.971222832486418,
oahu0012_0051,7.996631544828358,-2.1569652214430506,-1.2716529544133985,-0.4759957017426614,-7.716133187529246,-4.2000678539508245,12.54151391075196,6.451888804896928,1.9443648806975211,3.7297884948131412,8.35157886809288,11.32542625127634,
oahu0012_0052,8.30323976195401,-8.89565341498222,-2.337684079748975,-4.212945460669125,-9.064701280940453,-2.372129823004023,11.39428074014372,10.951706979636581,4.7820662810012005,1.5773619589680896,-2.160224391648318,1.9318133625299267,
oahu0012_0053,11.343502072727247,-16.849944772069254,-12.071292795719923,0.24829445962421964,-4.098139025823242,2.2381210006663954,8.103853625058566,3.6227326366323265,0.6373570929811122,2.383545089616556,-2.22541320508319,1.9202288399261855,
oahu0012_0054,18.9450909835252,-4.5943023770466,-8.788738036359513,-5.802757663688576,-10.40970069177035,4.345549820083285,11.01643596185058,0.7484096279804401,-3.707903346923648,-1.4973362055497985,1.4507598043951964,6.972626604772207,
oahu0012_0055,26.120203502046344,2.556295926479651,-11.230578170213407,-8.341210609992856,-8.834307913203785,5.253742403662142,11.143869798107056,1.2123858502936664,-1.884583325134916,-0.12070995602565078,-2.5037879881839484,2.217306201221395,
oahu0012_0056,10.47273063575413,8.303327718386647,6.700306582508413,-0.4749138743977075,-7.019745605300485,6.5368263401117535,7.716145056640953,-1.501147861036723,-0.5562427397688021,2.8554369771778547,-4.1247407363302395,-0.77762231360537,
oahu0012_0057,1.5423414354755678,-11.873307511443379,2.142752087506993,9.682072671406587,7.141020354195064,10.259505437026721,-3.183073335671857,-8.974959536364594,2.4158982447979116,7.354169957917227,-2.911491036209957,-1.2610349450242164,
oahu0012_0058,8.990708911233117,0.9587785737160186,-2.452363790703868,-7.21851772338974,-4.3295861141685235,10.920504862121364,5.36258255985799,-6.806028013250112,2.939276224304323,7.970944112260574,-1.819072202503612,-1.3256121375667937,
oahu0012_0059,17.27398955801614,-8.541115118722685,-12.409324810437347,-5.356457746865449,0.4171911207995246,9.433463079368146,3.0219401726785575,-7.074125669849727,2.304345257744707,9.535005162190366,0.7894407398598337,-0.05615184532192264,
oahu0012_0060,17.797027434036885,-10.003015624070107,-12.76694711514566,-4.149053835502576,0.8060056771913101,8.048956369024188,3.7603608560745307,-4.156218587634073,7.30999135100809,10.465128217198382,-1.2925443797571003,-3.3560864414523666,
oahu0012_0061,12.524698851911902,-11.817321581469566,-15.916810641509445,-5.420956595989332,3.067141596893542,10.24245052561612,4.75016220959899,-4.256871064421982,5.847166211147991,7.307879606538073,-5.492781545687477,-6.191178885811131,
oahu0012_0062,14.395960808580746,-9.158613639585516,-15.837541936288144,-10.096017324611681,2.312218759736845,14.541203962125401,5.572753838329003,-7.685538313207607,4.1286177449752595,7.4067473874342316,-4.840862424945122,-5.336440312762625,
oahu0012_0063,10.380288094185762,-13.230348732265814,-18.173348713484454,-12.003376065441861,2.744221113413323,16.00419215945373,4.489489950841048,-8.134280444508146,4.599671012404033,9.687931886149835,-4.107435536123951,-5.985792439686475,
oahu0012_0064,10.878392856136907,-24.500505960454696,-25.164958727318815,-9.672119329614315,11.0434673515031,19.479234581561442,1.5193769634038818,-10.887389420285157,2.522697205405005,8.943671276842784,-2.153128085315374,-4.207325120669691,
oahu0012_0065,5.505858287832091,-13.25745001239755,-16.516597620981646,-10.39596618856118,8.751990289166887,20.821690233375218,4.584475719405533,-11.073536923910456,1.3912630685105876,9.19904156564313,0.07060850908011061,-1.9124313029473714,
oahu0012_0066,2.1031654502761845,-14.772528964973727,-17.79323581523433,-12.94755031132532,5.965590882128766,22.0980844050956,6.2884275279838,-10.848963514187474,1.2237925804253813,9.238040470153521,3.1477652019359432,1.0914881559071021,
oahu0012_0067,6.368141590838552,-15.654571998695966,-17.349445559731745,-10.621345442299727,7.307997662873083,22.46802357026943,5.864437738436731,-9.365965230571488,0.8751622972558746,8.122502531115051,1.8884600649099268,0.5099108134687125,
oahu0012_0068,6.276418530926743,-16.904196098810083,-19.44807554632362,-9.821846185886605,8.510350938523231,21.279711522405762,6.2515495927648495,-9.488767823332752,1.0275513906610472,9.286781858923026,0.8950684056587115,-1.0416229897254135,
oahu0012_0069,2.1843078977756494,-12.372293955733635,-13.430611003985504,-5.442679624435554,7.675504467045329,21.459372820067234,7.395352761653578,-10.407578486781995,0.7008274027347192,9.809719188749849,-1.3089823690485292,-4.757540753319467,
oahu0012_0070,7.877400496848605,-10.519499381435928,-18.097622156606363,-11.863238693729054,4.966223907147086,21.309165822015288,6.042738546732605,-13.312612778251493,2.4517320809214977,14.227645118918124,2.440811429745329,-2.8763611755336935,
oahu0012_0071,7.944324612633796,-7.61118643146395,-17.28025658727081,-11.608023747743324,4.7997182433664225,19.563771854093673,5.960738227041527,-11.726056778797204,4.087007323741428,14.56862041906443,2.1682873370512667,-2.8133500054348226,
oahu0012_0072,7.944469669367504,-11.445852589165554,-18.86853224487099,-13.061221139142647,2.844803356206808,20.220810863500382,6.531431002505447,-9.75068719975046,5.08473902591995,12.35361331977836,2.8119659168239157,-0.3621185269418506,
oahu0012_0073,6.56489971706406,-6.09678981382506,-15.613993992442685,-11.10839759934172,2.2602107535175207,18.645553230541033,4.754534381653607,-9.717788791483764,5.910974838501032,10.047193268705733,-0.10838357223566611,-1.4733406733010255,
oahu0012_0074,9.235120179713453,-4.28297773053457,-15.448557730509982,-15.18795770010104,-1.8190511560257732,17.70649566769936,7.293233473804944,-6.325425804608748,6.894665604164551,7.071654392728511,-1.3970470324513073,-0.5120268698411173,
oahu0012_0075,8.500088045322066,-0.3666234182716924,-12.085451130191949,-12.939793809127337,-3.557868039248802,12.539741551979775,6.079865004798049,-4.097604685444626,7.913094990233472,6.751949884654774,2.179029746250838,3.186355109686343,
oahu0012_0076,9.953938264597863,1.2656886888949979,-13.925510213998853,-15.395705180499203,-4.916856291664061,10.718208896135579,6.472280390524553,-1.6925100568384932,6.402543791238288,3.6183708267263683,0.7654325100364985,5.335418678748111,
oahu0012_0077,10.95199866662201,5.15668472705398,-12.802174638076622,-15.720141188346382,-7.352712348187132,8.975629416455076,4.777597916846837,-1.6920748918872024,5.837389160799315,2.479799672344271,4.1206100430869865,10.435938888759384,
oahu0012_0078,9.79008633501877,10.938421182942177,-8.872021657232995,-15.00906087335229,-7.696386024616919,6.268273428918489,3.775849599415617,-0.00908326824880799,5.296520897671331,2.3186611061447038,5.7978953465175875,11.382147737576405,
oahu0012_0079,9.27106951236616,8.459462532792164,-9.567916475700311,-12.679211025471364,-3.1189945629242155,2.579637190764404,0.37317609938746477,1.6821780444744423,5.871730800143222,1.8917432187823648,6.995131210138495,11.622343016817474,
oahu0012_0080,10.490779566333405,5.198087416516799,-14.12659755927801,-12.215045247185861,-3.2883407778731177,0.4679171668480576,0.1948573158823626,2.948278255583748,5.833119738893572,0.8585654878248103,8.098944003382698,13.634935908979253,
oahu0012_0081,3.81906929205938,-1.963655078810462,-10.613588634845977,-8.519272579435693,-2.7878116650449347,-1.3460860189975326,1.9815746034061668,3.671196133520602,2.6753604569820455,-0.9356259311886139,9.85664087516907,16.116966449995804,
oahu0012_0082,6.680184352064702,-1.6152380604330456,-13.923751079866918,-12.133174488218552,-6.17484896470669,-1.1741999348578538,3.993692732597014,3.7609859850155978,-1.4523618122833408,-3.521235198662476,11.48943645485591,18.62597868762533,
oahu0012_0083,5.492699225508178,-4.655272489313939,-10.675230745566965,-6.481471853781368,-4.331079796436309,-6.075074210527166,2.922370641357693,3.4499711295769977,-1.7393581376640033,-4.019494607039546,9.966567651942457,16.457560818231425,
oahu0012_0084,7.156332019192023,-8.380613043224189,-18.01316854685416,-4.835621162681199,5.516856553408382,-2.6324805884926454,2.1101654475194036,2.6373742116194197,-7.338875589659934,-8.475210268820275,10.582400925580862,17.109230062204844,
oahu0012_0085,5.201993237728885,-2.4097976526517844,-5.525561072739795,-6.413959846544588,-1.0085954959224717,-0.2947874984271095,-5.250561121488901,-4.1362890368861,-8.256869604401603,-7.707655243407894,9.543704279445526,15.951556694773915,
oahu0012_0086,6.063214988252469,-1.626429212141688,-6.3757959986080825,-4.20686964649221,-2.1782245852661117,-3.0972063362244207,-1.4673038513857448,1.3085496180339193,-6.281946129794393,-9.206411451476605,6.665420298689623,12.995611353554288,
oahu0012_0087,0.009690782720407893,-4.352462887252788,3.787447004813162,3.8657767933781497,-6.194445331020118,-5.954053647993364,1.783441723982306,1.4936161463324746,-8.974376932670388,-11.039025667793993,3.18779296207924,10.31192721047209,
oahu0012_0088,-1.5147024101266058,-6.197258220671069,-0.6626758276233695,5.739328703836034,2.1070935918770197,-4.052214442387384,-3.109109001215014,-0.8027607622878535,-7.434642785050579,-7.841512454698115,6.267447821243646,12.185973771591543,
oahu0012_0089,0.3349044565970424,-1.5804271855011245,1.044226208895007,-0.9902283906203088,-6.124382541349199,-2.391159667578658,-0.31609678311100203,-0.10326576095764667,-6.439703845847981,-10.471785479366927,3.6755801585504733,9.763243339805328,
oahu0012_0090,1.1535441794588255,-1.0601456080613123,0.8577168810817689,-2.075512681614876,-7.011600117874338,-3.83909890434395,-1.9317170934880046,0.1774348554347107,-2.603635588149219,-6.318613429985927,1.8100062931450482,7.1502796027077835,
oahu0012_0091,2.170086050766751,0.5517355461084053,0.7478523926021353,-0.723936251843396,-8.16088283405764,-5.17857252150458,-2.8004661556396466,-0.8495149304018708,-3.635007004594949,-5.171477731103538,5.748806501013903,10.70204785651251,
oahu0012_0092,9.294776054056564,4.893815745910022,0.6523856422758127,-3.0357006835685367,-9.149181138301488,-4.521334192180182,-3.255202836573111,-0.6329670907523776,-2.4295655064364903,-3.3666370771874217,5.52898283216622,10.618722497392215,
oahu0012_0093,13.35333750433654,9.955186551641813,2.3163804434604938,-4.33127465004179,-10.85103263142231,-4.048585922032888,-1.915207742809576,-1.847179967471742,-2.0966320881254,0.00806904575062115,6.477812839383306,10.149650201599787,
oahu0012_0094,8.386670606985867,10.870285723440889,2.062494366678885,-4.737601903694358,-11.759833141662352,-5.593996689871022,-2.8736318815609847,-2.820734723230829,-1.7144856744765224,3.70952438411766,9.659088855992538,11.624953852196777,
oahu0012_0095,5.573117231286929,11.935404733271938,0.5264413552747826,-9.057407483175234,-12.56106733530244,-5.473727614726576,-4.143680946945569,-3.300536812112295,-0.27375881922488915,4.784178787304439,8.554550736707691,9.873425357524093,
oahu0012_0096,7.985532489863092,14.658739942942598,1.3585731219184138,-11.180344355790522,-15.933707314781998,-7.697590150838209,-6.987302287829392,-5.1374109696076,0.7446991604668126,7.280018834475629,7.782977511171231,7.513484214526095,
oahu0012_0097,13.096455580441255,13.518919046280057,-1.6556901665758592,-9.944868166588176,-15.704937279677562,-9.908210167232223,-9.314657120607755,-5.715839470760346,1.9680831547187052,9.515725675139528,8.685143758449643,6.084887523452936,
oahu0012_0098,9.64127718089072,11.944776286665997,-5.017383889249362,-10.886817455950828,-15.998872076463664,-8.490407605137216,-9.146613985340544,-6.5304053423999635,2.52691012482338,12.533447756160752,9.78196246120349,4.413587748445109,
oahu0012_0099,10.78512862493257,12.184921726409021,-5.3472338636536545,-11.016159953921536,-14.728694917661635,-6.019020922059849,-7.259463844954956,-5.9344642964762535,2.9006226021019073,12.800879955501902,8.978881504479606,2.7086482085910606,
oahu0012_0100,8.424336455407323,9.004901284676766,-4.3664476877049685,-9.244651456128784,-12.932433939831482,-5.2403637961089675,-6.797140191371381,-4.910425242236701,2.90283055127913,10.455933584089484,6.803710632692554,1.759446641534875,
oahu0012_0101,8.780797038226284,5.512188433079764,-6.272037379859262,-9.119056349083191,-9.548686030029176,-4.578274784731658,-5.84177320258437,-3.7480079486274134,2.7839656631784666,7.798442376351423,4.779890837343784,1.1425371210077346,
oahu0012_0102,5.229090111160303,2.447617356623208,-4.875505401821073,-4.269283784309235,-7.592707656798692,-4.467400277257216,-5.609036546679797,-3.6961562532524637,1.8033970879740795,6.570505847318593,4.033650873405631,1.3434762971615388,
oahu0012_0103,5.089571822048051,4.298305079180847,-4.964101545177828,-6.4883769173753265,-9.976020779069458,-5.394149551536284,-6.916429068213274,-4.405195568430188,1.8795888940355947,7.731285802704532,5.104504090152553,1.6450449887117466,
oahu0012_0104,4.428416933435084,4.848336321853504,-3.9201346375991495,-7.071662062496383,-11.374657269113007,-7.454393012093407,-9.246817390953037,-6.396365648429414,2.1554502928557024,9.683132675573747,7.810493988884352,2.824153733215733,
oahu0012_0105,3.9396090746996655,2.3324993106734473,-6.554309027202015,-7.568507178026898,-10.906049206101725,-6.97374629266184,-9.359192872679452,-7.653720966136432,1.6603491632992167,11.009456269992926,8.293350233754927,1.400705289737923,
oahu0012_0106,6.714563413193554,2.760844285865578,-6.272642694343012,-9.602280783185158,-13.172172427390207,-7.690498027764329,-9.866489524161803,-8.615786901479682,1.6536457901941088,10.159228025088852,7.2626633170881805,1.2163083773288863,
oahu0012_0107,6.0468821798143555,0.3417496611187105,-7.679240599492843,-9.14073613272659,-12.50334241046441,-6.985760644852075,-8.8843871485065,-7.4206328670997905,0.7426951036057292,9.364073869633053,7.246003480032806,1.3865196360649863,
oahu0012_0108,1.7638071674993347,-0.6657692382124544,-6.614737181707888,-8.569815641037449,-12.63340018730677,-7.852795238263186,-9.148790468146847,-7.0326776050996,1.8256913005672235,9.468102431828415,7.010299657159356,1.5636637851542141,
oahu0012_0109,-0.5927697272956912,-4.500229123657292,-8.829770310014036,-6.8080120847150765,-7.366009404951322,-5.732629793528806,-9.498603167860269,-5.7648596983402935,2.7496454102247947,7.9339466516140735,6.6623173013456976,2.9011968605758627,
oahu0012_0110,0.6328357643509525,-6.9323536059476,-8.252007592559789,-3.5283617271429226,-5.045488220887075,-5.183232138291118,-7.240240180505268,-3.429564061650576,2.2713393719067283,5.445424592636664,6.270149919857405,4.897830412415515,
oahu0012_0111,0.13968435265625764,-6.728566212381411,-7.762861172160796,-2.879527089301661,-3.718220614046188,-3.6778989477357027,-4.912815787575286,-0.12716408725162806,4.398736354911176,5.377648922769353,6.288536969680106,6.571002389717756,
oahu0012_0112,0.8357952449789475,-5.43675692684549,-6.492371189795006,-3.8083593730916636,-3.427451350375985,-2.8574865420999607,-4.416791243188156,0.7796383387784158,4.4480787893893305,4.794816839610484,7.015601229906275,8.752811111736223,
oahu0012_0113,0.19586363850599278,-4.91961244139027,-5.129265993348525,-0.7955644678200131,-3.3377830020236963,-3.7583980149487473,-4.18602834151802,1.7783951145895198,4.395977513796911,4.161717468136517,7.338222993941652,10.658021513894136,
oahu0012_0114,3.2866610959130367,-2.9024904524593826,-3.224204353100121,1.093438764819095,-2.9362573559258767,-4.854568011761125,-5.79305152391899,0.6700379008984811,4.581113510973555,3.2986851970199154,7.4844815668599445,12.55988647771167,
oahu0012_0115,1.848982336004801,-6.269958058535116,-4.477393245238277,3.785626192003718,-0.3040443617141578,-4.605478172606133,-5.492682712596785,0.7275107213550661,4.355756376415742,2.313796619726863,5.989910432713173,12.357845286613959,
oahu0012_0116,7.486002267078186,-4.259707986834599,-5.3735863162962785,2.8515603170694206,-0.15819219163088621,-4.200459465308353,-5.464453076217745,0.8156206841384266,3.8066642791072827,1.2195706109101214,5.1327866454911355,12.04621239525125,
oahu0012_0117,5.014013773879454,-5.31441688316663,-3.074934166906426,5.84332365119728,0.5369977035036425,-4.604279840027956,-5.56266746038979,0.7571848171994101,3.439081855434412,1.2374786296524363,4.734333737474207,10.967600343390654,
oahu0012_0118,0.43835009587267876,-7.598276962802698,-2.972064638073007,5.594058070032501,2.5085862735950744,-4.5697002480718325,-5.556897323418944,0.03205324912283349,1.8617830274590315,0.6012223966344689,5.193397479927374,11.301911309610416,
oahu0012_0119,1.559843700825936,-6.143739394909438,-3.0873034545258617,3.8154967517207665,1.0121895335159798,-4.850369595264725,-5.894106543827639,-0.4445998677184121,1.3272776724543167,0.6464607948690707,5.932894729087683,11.489281859191529,
oahu0012_0120,3.032810950273219,-4.676044890338879,-1.525048066883609,5.317782369967086,1.7279056248026867,-4.619764170819579,-5.746689312644965,-1.1056366220931888,2.8780733673553756,1.3499487078430878,4.787208960460111,9.421549494222319,
